Date,EDPR.LS,EDP.LS
2019-06-06,8.98065185546875,3.2568984031677246
2019-06-07,9.050114631652832,3.313166856765747
2019-06-10,9.030268669128418,3.2864632606506348
2019-06-11,9.030268669128418,3.2883706092834473
2019-06-12,9.000497817993164,3.2893240451812744
2019-06-13,9.129501342773438,3.2902779579162598
2019-06-14,9.129501342773438,3.2826483249664307
2019-06-17,9.020344734191895,3.2521297931671143
2019-06-18,9.020344734191895,3.2998149394989014
2019-06-19,9.000497817993164,3.2502224445343018
2019-06-20,9.030268669128418,3.247361183166504
2019-06-21,9.040191650390625,3.2378242015838623
2019-06-24,8.911187171936035,3.2139816284179688
2019-06-25,8.931034088134766,3.1949074268341064
2019-06-26,8.911187171936035,3.185370445251465
2019-06-27,8.940958023071289,3.182509422302246
2019-06-28,8.950881958007812,3.1872780323028564
2019-07-01,8.881417274475098,3.1949074268341064
2019-07-02,8.821877479553223,3.2378242015838623
2019-07-03,8.960803985595703,3.2864632606506348
2019-07-04,9.129501342773438,3.251176118850708
2019-07-05,9.050114631652832,3.2244725227355957
2019-07-08,8.98065185546875,3.1949074268341064
2019-07-09,9.010421752929688,3.2197039127349854
2019-07-10,8.98065185546875,3.1949074268341064
2019-07-11,8.98065185546875,3.2139816284179688
2019-07-12,9.030268669128418,3.225426197052002
2019-07-15,9.030268669128418,3.221611261367798
2019-07-16,9.060038566589355,3.2139816284179688
2019-07-17,9.129501342773438,3.2139816284179688
2019-07-18,9.149349212646484,3.2301948070526123
2019-07-19,9.11957836151123,3.2139816284179688
2019-07-22,9.129501342773438,3.2139816284179688
2019-07-23,9.149349212646484,3.218750238418579
2019-07-24,9.22873592376709,3.2139816284179688
2019-07-25,9.179119110107422,3.2092132568359375
2019-07-26,9.179119110107422,3.2063519954681396
2019-07-29,9.278352737426758,3.2244725227355957
2019-07-30,9.139425277709961,3.159620523452759
2019-07-31,9.20888900756836,3.167250394821167
2019-08-01,9.308122634887695,3.199676036834717
2019-08-02,9.337892532348633,3.1691575050354004
2019-08-05,9.248581886291504,3.138638973236084
2019-08-06,9.218811988830566,3.1252872943878174
2019-08-07,9.447050094604492,3.178694486618042
2019-08-08,9.556206703186035,3.2063519954681396
2019-08-09,9.60582447052002,3.2120742797851562
2019-08-12,9.61574649810791,3.2168426513671875
2019-08-13,9.318046569824219,3.229240894317627
2019-08-14,9.258505821228027,3.167250394821167
2019-08-15,9.139425277709961,3.1434075832366943
2019-08-16,9.169195175170898,3.190139055252075
2019-08-19,9.417279243469238,3.2120742797851562
2019-08-20,9.506589889526367,3.190139055252075
2019-08-21,9.506589889526367,3.2063519954681396
2019-08-22,9.546283721923828,3.2120742797851562
2019-08-23,9.526436805725098,3.195861339569092
2019-08-26,9.47681999206543,3.2053983211517334
2019-08-27,9.407356262207031,3.2139816284179688
2019-08-28,9.585976600646973,3.2092132568359375
2019-08-29,9.675287246704102,3.243546485900879
2019-08-30,9.943219184875488,3.2788333892822266
2019-09-02,9.893601417541504,3.305537223815918
2019-09-03,9.814214706420898,3.2998149394989014
2019-09-04,9.923371315002441,3.367527961730957
2019-09-05,9.943219184875488,3.3827872276306152
2019-09-06,10.181379318237305,3.3808798789978027
2019-09-09,10.062298774719238,3.3150744438171387
2019-09-10,9.824137687683105,3.295046329498291
2019-09-11,10.082145690917969,3.261667013168335
2019-09-12,10.082145690917969,3.320796489715576
2019-09-13,9.923371315002441,3.2578518390655518
2019-09-16,9.85390853881836,3.2788333892822266
2019-09-17,9.843984603881836,3.3179354667663574
2019-09-18,9.76459789276123,3.3331944942474365
2019-09-19,9.784443855285645,3.3436853885650635
2019-09-20,9.843984603881836,3.337963104248047
2019-09-23,9.804291725158691,3.3475000858306885
2019-09-24,9.794367790222168,3.3827872276306152
2019-09-25,9.675287246704102,3.3579907417297363
2019-09-26,9.824137687683105,3.3866021633148193
2019-09-27,9.86383056640625,3.3846945762634277
2019-09-30,9.814214706420898,3.397092819213867
2019-10-01,9.754673957824707,3.410444736480713
2019-10-02,9.705057144165039,3.3846945762634277
2019-10-03,9.566130638122559,3.3951852321624756
2019-10-04,9.7447509765625,3.4571762084960938
2019-10-07,9.72490406036377,3.48769474029541
2019-10-08,9.585976600646973,3.4381020069122314
2019-10-09,9.437127113342285,3.4457316398620605
2019-10-10,9.665363311767578,3.42856502532959
2019-10-11,9.794367790222168,3.437148332595825
2019-10-14,9.774521827697754,3.4133057594299316
2019-10-15,9.734827995300293,3.4209353923797607
2019-10-16,9.61574649810791,3.4190280437469482
2019-10-17,9.685211181640625,3.3618059158325195
2019-10-18,9.635594367980957,3.357037305831909
2019-10-21,9.76459789276123,3.385648250579834
2019-10-22,9.883678436279297,3.3990001678466797
2019-10-23,9.824137687683105,3.436194658279419
2019-10-24,9.794367790222168,3.472435474395752
2019-10-25,9.824137687683105,3.4600372314453125
2019-10-28,9.834061622619629,3.4447779655456543
2019-10-29,9.655440330505371,3.425704002380371
2019-10-30,9.794367790222168,3.4533612728118896
2019-10-31,10.14168643951416,3.519166946411133
2019-11-01,10.002758979797363,3.527750015258789
2019-11-04,10.14168643951416,3.537287473678589
2019-11-05,10.082145690917969,3.537287473678589
2019-11-06,10.221073150634766,3.5611298084259033
2019-11-07,10.14168643951416,3.4810187816619873
2019-11-08,10.201226234436035,3.5143983364105225
2019-11-11,10.14168643951416,3.519166946411133
2019-11-12,10.1019926071167,3.515352249145508
2019-11-13,10.161532402038574,3.5439631938934326
2019-11-14,10.042451858520508,3.5258429050445557
2019-11-15,10.121838569641113,3.5391945838928223
2019-11-18,10.121838569641113,3.592602014541626
2019-11-19,10.082145690917969,3.5544538497924805
2019-11-20,10.121838569641113,3.5430092811584473
2019-11-21,9.923371315002441,3.477203845977783
2019-11-22,9.86383056640625,3.472435474395752
2019-11-25,9.963065147399902,3.4810187816619873
2019-11-26,9.963065147399902,3.4857871532440186
2019-11-27,9.913448333740234,3.5220279693603516
2019-11-28,9.843984603881836,3.5000929832458496
2019-11-29,9.873754501342773,3.5000929832458496
2019-12-02,9.824137687683105,3.4266574382781982
2019-12-03,9.85390853881836,3.3866021633148193
2019-12-04,9.982912063598633,3.4485926628112793
2019-12-05,10.002758979797363,3.468620777130127
2019-12-06,10.002758979797363,3.509629964828491
