Date,VOW.DE,VOW3.DE
2017-12-13,155.62086486816406,155.16143798828125
2017-12-14,156.21607971191406,154.75094604492188
2017-12-15,154.84254455566406,154.34046936035156
2017-12-18,158.13902282714844,157.89797973632812
2017-12-19,158.0016632080078,157.57870483398438
2017-12-20,155.57508850097656,154.79656982421875
2017-12-21,156.53656005859375,155.29824829101562
2017-12-22,155.6666717529297,154.1580352783203
2017-12-27,155.57508850097656,152.92657470703125
2017-12-28,155.6666717529297,152.78976440429688
2017-12-29,154.4762725830078,151.8319854736328
2018-01-02,154.56784057617188,151.14784240722656
2018-01-03,156.49078369140625,156.3837432861328
2018-01-04,159.51254272460938,159.1202850341797
2018-01-05,163.17527770996094,163.4622344970703
2018-01-08,164.8235321044922,164.04603576660156
2018-01-09,165.55609130859375,164.41090393066406
2018-01-10,164.3656768798828,162.55006408691406
2018-01-11,162.9921417236328,162.18519592285156
2018-01-12,165.73922729492188,164.02780151367188
2018-01-15,165.83078002929688,164.10076904296875
2018-01-16,170.40921020507812,167.8406982421875
2018-01-17,167.29588317871094,164.83050537109375
2018-01-18,168.5778350830078,164.15550231933594
2018-01-19,170.134521484375,167.5852813720703
2018-01-22,172.14901733398438,171.94549560546875
2018-01-23,170.134521484375,170.81439208984375
2018-01-24,168.94412231445312,167.85894775390625
2018-01-25,166.6549072265625,165.4508056640625
2018-01-26,167.57058715820312,165.9251251220703
2018-01-29,168.1199951171875,166.08932495117188
2018-01-30,164.73194885253906,162.91493225097656
2018-01-31,163.4499969482422,161.47369384765625
2018-02-01,162.9921417236328,162.0027618408203
2018-02-02,160.1535186767578,156.9492950439453
2018-02-05,155.57508850097656,154.0120849609375
2018-02-06,152.1870574951172,150.74649047851562
2018-02-07,158.2305908203125,156.3290252685547
2018-02-08,153.74371337890625,150.326904296875
2018-02-09,152.64491271972656,148.86740112304688
2018-02-12,154.7509765625,151.29379272460938
2018-02-13,155.1172637939453,149.34173583984375
2018-02-14,155.48353576660156,151.49447631835938
2018-02-15,156.30763244628906,150.58230590820312
2018-02-16,156.76548767089844,152.58908081054688
2018-02-19,155.94137573242188,151.29379272460938
2018-02-20,154.20155334472656,150.38160705566406
2018-02-21,152.37017822265625,149.19578552246094
2018-02-22,153.19432067871094,149.52418518066406
2018-02-23,152.73648071289062,148.32009887695312
2018-02-26,154.56784057617188,151.00189208984375
2018-02-27,152.64491271972656,149.65187072753906
2018-02-28,150.63038635253906,146.97006225585938
2018-03-01,148.0664825439453,143.3578643798828
2018-03-02,144.58685302734375,140.25645446777344
2018-03-05,144.4952850341797,140.05575561523438
2018-03-06,147.15077209472656,143.21189880371094
2018-03-07,145.68568420410156,142.2997283935547
2018-03-08,146.87606811523438,142.95648193359375
2018-03-09,146.87606811523438,143.10244750976562
2018-03-12,147.4254913330078,144.6531524658203
2018-03-13,144.31216430664062,140.94970703125
2018-03-14,146.418212890625,142.93824768066406
2018-03-15,149.98941040039062,146.86061096191406
2018-03-16,150.17254638671875,147.8822479248047
2018-03-19,147.05921936035156,145.52882385253906
2018-03-20,148.34117126464844,147.13426208496094
2018-03-21,148.0664825439453,146.40451049804688
2018-03-22,145.68568420410156,144.10581970214844
2018-03-23,142.4807891845703,140.1834716796875
2018-03-26,143.7627410888672,141.150390625
2018-03-27,146.23509216308594,142.71932983398438
2018-03-28,143.8543243408203,141.38755798339844
2018-03-29,148.89059448242188,147.2072296142578
2018-04-03,150.17254638671875,148.11941528320312
2018-04-04,148.43275451660156,147.3166961669922
2018-04-05,152.46176147460938,152.44313049316406
2018-04-06,151.5460662841797,150.5093231201172
2018-04-09,150.538818359375,149.8343048095703
2018-04-10,155.30039978027344,156.51145935058594
2018-04-11,156.76548767089844,157.95269775390625
2018-04-12,159.05470275878906,161.090576171875
2018-04-13,158.87156677246094,161.71087646484375
2018-04-16,156.03294372558594,157.02227783203125
2018-04-17,157.9558868408203,159.39395141601562
2018-04-18,158.41371154785156,159.0473175048828
2018-04-19,156.67391967773438,158.06214904785156
2018-04-20,155.39195251464844,156.0736083984375
2018-04-23,154.01841735839844,154.55938720703125
2018-04-24,154.4762725830078,154.7418212890625
2018-04-25,151.7292022705078,152.33367919921875
2018-04-26,155.39195251464844,156.3837432861328
2018-04-27,154.9341278076172,157.5513458251953
2018-04-30,155.1172637939453,156.74862670898438
2018-05-02,159.8788299560547,162.2216796875
2018-05-03,157.1317596435547,160.5797576904297
2018-05-04,158.72462463378906,161.177001953125
2018-05-07,160.50489807128906,164.44308471679688
2018-05-08,160.03639221191406,162.11016845703125
2018-05-09,157.60023498535156,159.38531494140625
2018-05-10,158.5372314453125,160.13185119628906
2018-05-11,158.72462463378906,160.7850799560547
2018-05-14,157.88134765625,159.88922119140625
2018-05-15,159.38052368164062,161.9421844482422
2018-05-16,159.09942626953125,160.8223876953125
2018-05-17,159.94268798828125,162.39012145996094
2018-05-18,160.2238006591797,161.5316162109375
2018-05-21,160.2238006591797,161.5316162109375
2018-05-22,161.25448608398438,164.79769897460938
2018-05-23,159.00572204589844,160.28115844726562
2018-05-24,156.4758758544922,156.21253967285156
2018-05-25,156.569580078125,158.7694091796875
2018-05-28,155.72628784179688,155.98858642578125
2018-05-29,151.50987243652344,151.65867614746094
2018-05-30,151.97836303710938,153.17039489746094
2018-05-31,149.07371520996094,150.18426513671875
2018-06-01,149.9169921875,151.30406188964844
2018-06-04,149.8232879638672,151.3600616455078
2018-06-05,151.3224639892578,151.41604614257812
2018-06-06,151.97836303710938,152.10659790039062
2018-06-07,152.54055786132812,152.01327514648438
2018-06-08,150.6665802001953,148.74717712402344
2018-06-11,148.88632202148438,148.59788513183594
2018-06-12,149.44851684570312,148.896484375
2018-06-13,150.2917938232422,149.10179138183594
2018-06-14,152.7279510498047,152.42385864257812
2018-06-15,147.6682586669922,150.25892639160156
2018-06-18,144.48251342773438,145.63040161132812
2018-06-19,141.20306396484375,142.12167358398438
2018-06-20,142.88963317871094,144.11865234375
2018-06-21,139.0480194091797,139.6394500732422
2018-06-22,138.86061096191406,139.39682006835938
2018-06-25,135.3000946044922,136.00009155273438
2018-06-26,134.3631134033203,134.86163330078125
2018-06-27,137.17405700683594,136.74661254882812
2018-06-28,133.61354064941406,133.5738525390625
2018-06-29,132.5828399658203,132.71534729003906
2018-07-02,131.0836639404297,131.67018127441406
2018-07-03,131.27108764648438,132.51004028320312
2018-07-04,132.02066040039062,133.1632537841797
2018-07-05,136.89297485351562,138.55697631835938
2018-07-06,135.95599365234375,137.86643981933594
2018-07-09,135.20640563964844,136.2427215576172
2018-07-10,135.20640563964844,136.2240447998047
2018-07-11,131.73956298828125,133.27523803710938
2018-07-12,132.48915100097656,133.34988403320312
2018-07-13,133.14505004882812,134.37637329101562
2018-07-16,132.3954620361328,133.18191528320312
2018-07-17,134.08201599121094,134.45103454589844
2018-07-18,136.33078002929688,137.47450256347656
2018-07-19,136.51815795898438,138.1090545654297
2018-07-20,133.7072296142578,134.99227905273438
2018-07-23,134.6442108154297,136.14938354492188
2018-07-24,137.92364501953125,139.9753875732422
2018-07-25,133.7072296142578,136.16806030273438
2018-07-26,139.32911682128906,141.56178283691406
2018-07-27,138.20472717285156,141.02053833007812
2018-07-30,139.2354278564453,141.33782958984375
2018-07-31,138.7669219970703,142.04702758789062
2018-08-01,134.2694091796875,136.80262756347656
2018-08-02,132.5828399658203,133.8164825439453
2018-08-03,134.1757049560547,135.62681579589844
2018-08-06,134.92529296875,135.75746154785156
2018-08-07,134.92529296875,137.0639190673828
2018-08-08,136.0496826171875,137.94110107421875
2018-08-09,136.23707580566406,137.95974731445312
2018-08-10,133.42611694335938,134.73098754882812
2018-08-13,133.14505004882812,134.3577117919922
2018-08-14,132.02066040039062,133.34988403320312
2018-08-15,128.0853271484375,129.18795776367188
2018-08-16,128.8349151611328,130.12112426757812
2018-08-17,128.46014404296875,129.46791076660156
2018-08-20,129.11602783203125,129.7105255126953
2018-08-21,131.0836639404297,131.31558227539062
2018-08-22,129.02232360839844,129.54257202148438
2018-08-23,127.33575439453125,128.7213592529297
2018-08-24,127.99164581298828,128.77735900878906
2018-08-27,131.5521697998047,132.00613403320312
